epi_week,date,state,newCases
24,2020-06-10,PA,2769
24,2020-06-10,PB,1580
24,2020-06-10,PE,925
24,2020-06-10,PI,464
24,2020-06-10,PR,524
24,2020-06-10,RJ,1394
24,2020-06-10,RN,1666
24,2020-06-10,RO,630
24,2020-06-10,RR,247
24,2020-06-10,RS,817
24,2020-06-10,SC,402
24,2020-06-10,SE,489
24,2020-06-10,SP,6178
24,2020-06-10,TO,272
24,2020-06-11,AC,345
24,2020-06-11,AL,1024
24,2020-06-11,AM,1140
24,2020-06-11,AP,543
24,2020-06-11,BA,1206
24,2020-06-11,CE,2745
24,2020-06-11,DF,1074
24,2020-06-11,ES,1037
24,2020-06-11,GO,394
24,2020-06-11,MA,2172
24,2020-06-11,MG,947
24,2020-06-11,MS,148
24,2020-06-11,MT,396
24,2020-06-11,PA,1746
24,2020-06-11,PB,1338
24,2020-06-11,PE,1059
24,2020-06-11,PI,514
24,2020-06-11,PR,635
24,2020-06-11,RJ,1402
24,2020-06-11,RN,310
24,2020-06-11,RO,697
24,2020-06-11,RR,118
24,2020-06-11,RS,549
24,2020-06-11,SC,359
24,2020-06-11,SE,441
24,2020-06-11,SP,6204
24,2020-06-11,TO,215
24,2020-06-12,AC,204
24,2020-06-12,AL,831
24,2020-06-12,AM,1122
24,2020-06-12,AP,517
24,2020-06-12,BA,774
24,2020-06-12,CE,1092
24,2020-06-12,DF,889
24,2020-06-12,ES,1074
24,2020-06-12,GO,152
24,2020-06-12,MA,1925
24,2020-06-12,MG,1658
24,2020-06-12,MS,234
24,2020-06-12,MT,271
24,2020-06-12,PA,1177
24,2020-06-12,PB,1186
24,2020-06-12,PE,878
24,2020-06-12,PI,488
24,2020-06-12,PR,249
24,2020-06-12,RJ,2009
24,2020-06-12,RN,245
24,2020-06-12,RO,677
24,2020-06-12,RR,130
24,2020-06-12,RS,216
24,2020-06-12,SC,212
24,2020-06-12,SE,478
24,2020-06-12,SP,5380
24,2020-06-12,TO,187
24,2020-06-13,AC,239
24,2020-06-13,AL,856
24,2020-06-13,AM,915
24,2020-06-13,AP,639
24,2020-06-13,BA,1123
24,2020-06-13,CE,645
24,2020-06-13,DF,563
24,2020-06-13,ES,509
24,2020-06-13,GO,15
24,2020-06-13,MA,1254
24,2020-06-13,MG,508
24,2020-06-13,MS,198
24,2020-06-13,MT,308
24,2020-06-13,PA,2182
24,2020-06-13,PB,898
24,2020-06-13,PE,799
24,2020-06-13,PI,328
24,2020-06-13,PR,535
24,2020-06-13,RJ,1052
24,2020-06-13,RN,382
24,2020-06-13,RO,486
24,2020-06-13,RR,33
24,2020-06-13,RS,243
24,2020-06-13,SC,131
24,2020-06-13,SE,1332
24,2020-06-13,SP,4975
24,2020-06-13,TO,41
25,2020-06-14,AC,108
25,2020-06-14,AL,1312
25,2020-06-14,AM,480
25,2020-06-14,AP,190
25,2020-06-14,BA,614
25,2020-06-14,CE,404
25,2020-06-14,DF,912
25,2020-06-14,ES,458
25,2020-06-14,GO,19
25,2020-06-14,MA,991
25,2020-06-14,MG,767
25,2020-06-14,MS,118
25,2020-06-14,MT,367
25,2020-06-14,PA,714
25,2020-06-14,PB,559
25,2020-06-14,PE,590
25,2020-06-14,PI,204
25,2020-06-14,PR,353
25,2020-06-14,RJ,736
25,2020-06-14,RN,43
25,2020-06-14,RO,155
25,2020-06-14,RR,6
25,2020-06-14,RS,34
25,2020-06-14,SC,64
25,2020-06-14,SE,1102
25,2020-06-14,SP,5327
25,2020-06-14,TO,165
25,2020-06-15,AC,129
25,2020-06-15,AL,763
25,2020-06-15,AM,271
25,2020-06-15,AP,301
25,2020-06-15,BA,1219
25,2020-06-15,CE,3020
25,2020-06-15,DF,813
25,2020-06-15,ES,1183
25,2020-06-15,GO,2481
25,2020-06-15,MA,742
25,2020-06-15,MG,347
25,2020-06-15,MS,234
25,2020-06-15,MT,281
25,2020-06-15,PA,2019
25,2020-06-15,PB,655
25,2020-06-15,PE,246
25,2020-06-15,PI,524
25,2020-06-15,PR,133
25,2020-06-15,RJ,1374
25,2020-06-15,RN,998
25,2020-06-15,RO,315
25,2020-06-15,RR,54
25,2020-06-15,RS,777
25,2020-06-15,SC,600
25,2020-06-15,SE,1707
25,2020-06-15,SP,3258
25,2020-06-15,TO,172
25,2020-06-16,AC,232
25,2020-06-16,AL,670
25,2020-06-16,AM,1241
25,2020-06-16,AP,1211
25,2020-06-16,BA,1586
25,2020-06-16,CE,2316
25,2020-06-16,DF,1696
25,2020-06-16,ES,1378
25,2020-06-16,GO,1395
25,2020-06-16,MA,2119
25,2020-06-16,MG,296
25,2020-06-16,MS,379
25,2020-06-16,MT,486
25,2020-06-16,PA,2949
25,2020-06-16,PB,1460
25,2020-06-16,PE,920
25,2020-06-16,PI,678
25,2020-06-16,PR,851
25,2020-06-16,RJ,2397
25,2020-06-16,RN,478
25,2020-06-16,RO,830
25,2020-06-16,RR,215
25,2020-06-16,RS,1033
25,2020-06-16,SC,442
25,2020-06-16,SE,635
25,2020-06-16,SP,8825
25,2020-06-16,TO,264
25,2020-06-17,AC,336
25,2020-06-17,AL,1235
25,2020-06-17,AM,1529
25,2020-06-17,AP,594
25,2020-06-17,BA,1720
25,2020-06-17,CE,3437
25,2020-06-17,DF,1760
25,2020-06-17,ES,1477
25,2020-06-17,GO,940
25,2020-06-17,MA,2024
25,2020-06-17,MG,1323
25,2020-06-17,MS,110
25,2020-06-17,MT,479
25,2020-06-17,PA,2431
25,2020-06-17,PB,1584
25,2020-06-17,PE,1019
25,2020-06-17,PI,540
25,2020-06-17,PR,535
25,2020-06-17,RJ,3620
25,2020-06-17,RN,199
25,2020-06-17,RO,557
25,2020-06-17,RR,271
25,2020-06-17,RS,657
25,2020-06-17,SC,613
25,2020-06-17,SE,497
25,2020-06-17,SP,1232
25,2020-06-17,TO,201
25,2020-06-18,AC,325
25,2020-06-18,AL,766
25,2020-06-18,AM,1189
25,2020-06-18,AP,769
25,2020-06-18,BA,651
25,2020-06-18,CE,2526
25,2020-06-18,DF,1381
25,2020-06-18,ES,1265
25,2020-06-18,GO,889
25,2020-06-18,MA,1356
25,2020-06-18,MG,1559
25,2020-06-18,MS,392
25,2020-06-18,MT,802
25,2020-06-18,PA,3449
25,2020-06-18,PB,1670
25,2020-06-18,PE,1180
25,2020-06-18,PI,468
25,2020-06-18,PR,834
25,2020-06-18,RJ,354
25,2020-06-18,RN,150
25,2020-06-18,RO,237
25,2020-06-18,RR,229
25,2020-06-18,RS,694
25,2020-06-18,SC,558
25,2020-06-18,SE,531
25,2020-06-18,SP,1111
25,2020-06-18,TO,182
25,2020-06-19,AC,323
25,2020-06-19,AL,1273
25,2020-06-19,AM,947
25,2020-06-19,AP,535
25,2020-06-19,BA,2345
25,2020-06-19,CE,2309
25,2020-06-19,DF,2381
25,2020-06-19,ES,1460
25,2020-06-19,GO,875
25,2020-06-19,MA,2409
25,2020-06-19,MG,1146
25,2020-06-19,MS,324
25,2020-06-19,MT,555
25,2020-06-19,PA,2809
25,2020-06-19,PB,1716
25,2020-06-19,PE,1094
25,2020-06-19,PI,1246
25,2020-06-19,PR,873
25,2020-06-19,RJ,6061
25,2020-06-19,RN,3167
25,2020-06-19,RO,549
25,2020-06-19,RR,387
25,2020-06-19,RS,765
25,2020-06-19,SC,759
25,2020-06-19,SE,470
25,2020-06-19,SP,19030
25,2020-06-19,TO,247
25,2020-06-20,AC,276
25,2020-06-20,AL,792
25,2020-06-20,AM,1219
25,2020-06-20,AP,1652
25,2020-06-20,BA,1382
25,2020-06-20,CE,1956
25,2020-06-20,DF,1336
25,2020-06-20,ES,1006
25,2020-06-20,GO,910
25,2020-06-20,MA,1173
25,2020-06-20,MG,1253
25,2020-06-20,MS,247
25,2020-06-20,MT,534
25,2020-06-20,PA,1773
25,2020-06-20,PB,1428
25,2020-06-20,PE,1398
25,2020-06-20,PI,451
25,2020-06-20,PR,889
25,2020-06-20,RJ,2159
25,2020-06-20,RN,84
25,2020-06-20,RO,599
25,2020-06-20,RR,83
25,2020-06-20,RS,551
25,2020-06-20,SC,776
25,2020-06-20,SE,641
25,2020-06-20,SP,4135
25,2020-06-20,TO,151
26,2020-06-21,AC,118
26,2020-06-21,AL,959
26,2020-06-21,AM,508
26,2020-06-21,AP,266
26,2020-06-21,BA,975
26,2020-06-21,CE,469
26,2020-06-21,DF,989
26,2020-06-21,ES,628
26,2020-06-21,GO,454
26,2020-06-21,MA,386
26,2020-06-21,MG,336
26,2020-06-21,MS,154
26,2020-06-21,MT,513
26,2020-06-21,PA,1366
26,2020-06-21,PB,263
26,2020-06-21,PE,995
26,2020-06-21,PI,212
26,2020-06-21,PR,680
26,2020-06-21,RJ,596
26,2020-06-21,RN,667
26,2020-06-21,RO,229
26,2020-06-21,RR,68
26,2020-06-21,RS,210
26,2020-06-21,SC,474
26,2020-06-21,SE,536
26,2020-06-21,SP,3392
26,2020-06-21,TO,123
26,2020-06-22,AC,158
26,2020-06-22,AL,738
26,2020-06-22,AM,321
26,2020-06-22,AP,3022
26,2020-06-22,BA,807
26,2020-06-22,CE,1842
26,2020-06-22,DF,921
26,2020-06-22,ES,1281
26,2020-06-22,GO,1181
26,2020-06-22,MA,630
26,2020-06-22,MG,1277
26,2020-06-22,MS,393
26,2020-06-22,MT,487
26,2020-06-22,PA,2616
26,2020-06-22,PB,469
26,2020-06-22,PE,381
26,2020-06-22,PI,793
26,2020-06-22,PR,623
26,2020-06-22,RJ,1439
26,2020-06-22,RN,118
26,2020-06-22,RO,646
26,2020-06-22,RR,2152
26,2020-06-22,RS,362
26,2020-06-22,SC,355
26,2020-06-22,SE,399
26,2020-06-22,SP,2788
26,2020-06-22,TO,289
26,2020-06-23,AC,271
26,2020-06-23,AL,853
26,2020-06-23,AM,1342
26,2020-06-23,AP,1575
26,2020-06-23,BA,1998
26,2020-06-23,CE,3347
26,2020-06-23,DF,1220
26,2020-06-23,ES,680
26,2020-06-23,GO,929
26,2020-06-23,MA,1332
26,2020-06-23,MG,979
26,2020-06-23,MS,417
26,2020-06-23,MT,720
26,2020-06-23,PA,3072
26,2020-06-23,PB,1746
26,2020-06-23,PE,337
26,2020-06-23,PI,958
26,2020-06-23,PR,729
26,2020-06-23,RJ,3297
26,2020-06-23,RN,1769
26,2020-06-23,RO,672
26,2020-06-23,RR,463
26,2020-06-23,RS,1154
26,2020-06-23,SC,1307
26,2020-06-23,SE,499
26,2020-06-23,SP,7502
26,2020-06-23,TO,332
26,2020-06-24,AC,212
26,2020-06-24,AL,982
26,2020-06-24,AM,1691
26,2020-06-24,AP,482
26,2020-06-24,BA,2847
26,2020-06-24,CE,1523
26,2020-06-24,DF,1886
26,2020-06-24,ES,1656
26,2020-06-24,GO,1266
26,2020-06-24,MA,1293
26,2020-06-24,MG,1446
26,2020-06-24,MS,322
26,2020-06-24,MT,574
26,2020-06-24,PA,2328
26,2020-06-24,PB,913
26,2020-06-24,PE,1191
26,2020-06-24,PI,853
26,2020-06-24,PR,1110
26,2020-06-24,RJ,2624
26,2020-06-24,RN,894
26,2020-06-24,RO,925
26,2020-06-24,RR,1069
26,2020-06-24,RS,1145
26,2020-06-24,SC,1677
26,2020-06-24,SE,470
26,2020-06-24,SP,9347
26,2020-06-24,TO,327
26,2020-06-25,AC,282
26,2020-06-25,AL,835
26,2020-06-25,AM,503
26,2020-06-25,AP,496
26,2020-06-25,BA,2360
26,2020-06-25,CE,3540
26,2020-06-25,DF,1617
26,2020-06-25,ES,1923
26,2020-06-25,GO,1097
26,2020-06-25,MA,1611
26,2020-06-25,MG,1426
26,2020-06-25,MS,390
26,2020-06-25,MT,1030
26,2020-06-25,PA,2436
26,2020-06-25,PB,912
26,2020-06-25,PE,1114
26,2020-06-25,PI,943
26,2020-06-25,PR,859
26,2020-06-25,RJ,2404
26,2020-06-25,RN,1068
26,2020-06-25,RO,749
26,2020-06-25,RR,1039
26,2020-06-25,RS,1051
26,2020-06-25,SC,1030
26,2020-06-25,SE,728
26,2020-06-25,SP,9765
26,2020-06-25,TO,256
26,2020-06-26,AC,340
26,2020-06-26,AL,799
26,2020-06-26,AM,953
26,2020-06-26,AP,247
26,2020-06-26,BA,2130
26,2020-06-26,CE,2152
26,2020-06-26,DF,2455
26,2020-06-26,ES,1246
26,2020-06-26,GO,1064
26,2020-06-26,MA,1773
26,2020-06-26,MG,6122
26,2020-06-26,MS,394
26,2020-06-26,MT,802
26,2020-06-26,PA,2841
26,2020-06-26,PB,2008
26,2020-06-26,PE,668
26,2020-06-26,PI,642
26,2020-06-26,PR,850
26,2020-06-26,RJ,2600
26,2020-06-26,RN,447
26,2020-06-26,RO,1098
26,2020-06-26,RR,167
26,2020-06-26,RS,1054
26,2020-06-26,SC,996
26,2020-06-26,SE,827
26,2020-06-26,SP,9921
26,2020-06-26,TO,285
26,2020-06-27,AC,269
26,2020-06-27,AL,657
26,2020-06-27,AM,802
26,2020-06-27,AP,239
26,2020-06-27,BA,8822
26,2020-06-27,CE,1794
26,2020-06-27,DF,1440
26,2020-06-27,ES,0
26,2020-06-27,GO,424
26,2020-06-27,MA,1417
26,2020-06-27,MG,2075
26,2020-06-27,MS,220
26,2020-06-27,MT,720
26,2020-06-27,PA,1130
26,2020-06-27,PB,1410
26,2020-06-27,PE,1285
26,2020-06-27,PI,493
26,2020-06-27,PR,1147
26,2020-06-27,RJ,306
26,2020-06-27,RN,48
26,2020-06-27,RO,464
26,2020-06-27,RR,1263
26,2020-06-27,RS,886
26,2020-06-27,SC,861
26,2020-06-27,SE,1411
26,2020-06-27,SP,7073
26,2020-06-27,TO,262
27,2020-06-28,AC,145
27,2020-06-28,AL,791
27,2020-06-28,AM,627
27,2020-06-28,AP,84
27,2020-06-28,BA,3251
27,2020-06-28,CE,529
27,2020-06-28,DF,2139
27,2020-06-28,ES,2031
27,2020-06-28,GO,300
27,2020-06-28,MA,397
27,2020-06-28,MG,1775
27,2020-06-28,MS,149
27,2020-06-28,MT,666
27,2020-06-28,PA,764
27,2020-06-28,PB,437
27,2020-06-28,PE,1018
27,2020-06-28,PI,595
27,2020-06-28,PR,923
27,2020-06-28,RJ,2495
27,2020-06-28,RN,5483
27,2020-06-28,RO,85
27,2020-06-28,RR,118
27,2020-06-28,RS,243
27,2020-06-28,SC,556
27,2020-06-28,SE,1102
27,2020-06-28,SP,6156
27,2020-06-28,TO,131
27,2020-06-29,AC,88
27,2020-06-29,AL,805
27,2020-06-29,AM,244
27,2020-06-29,AP,268
27,2020-06-29,BA,972
27,2020-06-29,CE,632
27,2020-06-29,DF,2166
27,2020-06-29,ES,1414
27,2020-06-29,GO,1214
27,2020-06-29,MA,457
27,2020-06-29,MG,1123
27,2020-06-29,MS,289
27,2020-06-29,MT,530
27,2020-06-29,PA,1999
27,2020-06-29,PB,378
27,2020-06-29,PE,369
27,2020-06-29,PI,669
27,2020-06-29,PR,584
27,2020-06-29,RJ,585
27,2020-06-29,RN,568
27,2020-06-29,RO,586
27,2020-06-29,RR,182
27,2020-06-29,RS,416
27,2020-06-29,SC,692
27,2020-06-29,SE,396
27,2020-06-29,SP,3408
27,2020-06-29,TO,405
27,2020-06-30,AC,107
27,2020-06-30,AL,845
27,2020-06-30,AM,930
27,2020-06-30,AP,239
27,2020-06-30,BA,3840
27,2020-06-30,CE,2258
27,2020-06-30,DF,2147
27,2020-06-30,ES,1796
27,2020-06-30,GO,1531
27,2020-06-30,MA,1482
27,2020-06-30,MG,1137
27,2020-06-30,MS,711
27,2020-06-30,MT,976
27,2020-06-30,PA,2647
27,2020-06-30,PB,1900
27,2020-06-30,PE,382
27,2020-06-30,PI,1637
27,2020-06-30,PR,1551
27,2020-06-30,RJ,728
27,2020-06-30,RN,1612
27,2020-06-30,RO,845
27,2020-06-30,RR,512
27,2020-06-30,RS,1282
27,2020-06-30,SC,1298
27,2020-06-30,SE,594
27,2020-06-30,SP,6235
27,2020-06-30,TO,458
27,2020-07-01,AC,462
27,2020-07-01,AL,857
27,2020-07-01,AM,1461
27,2020-07-01,AP,435
27,2020-07-01,BA,3178
27,2020-07-01,CE,3555
27,2020-07-01,DF,1458
27,2020-07-01,ES,1928
27,2020-07-01,GO,1235
27,2020-07-01,MA,2805
27,2020-07-01,MG,2583
27,2020-07-01,MS,386
27,2020-07-01,MT,1097
27,2020-07-01,PA,2214
27,2020-07-01,PB,1218
27,2020-07-01,PE,847
27,2020-07-01,PI,1248
27,2020-07-01,PR,1348
27,2020-07-01,RJ,2667
27,2020-07-01,RN,998
27,2020-07-01,RO,272
27,2020-07-01,RR,2430
27,2020-07-01,RS,1230
27,2020-07-01,SC,925
27,2020-07-01,SE,1201
27,2020-07-01,SP,8555
27,2020-07-01,TO,232
27,2020-07-02,AC,333
27,2020-07-02,AL,509
27,2020-07-02,AM,1246
27,2020-07-02,AP,226
27,2020-07-02,BA,2864
27,2020-07-02,CE,2481
27,2020-07-02,DF,1605
27,2020-07-02,ES,1421
27,2020-07-02,GO,173
27,2020-07-02,MA,2769
27,2020-07-02,MG,3123
27,2020-07-02,MS,326
27,2020-07-02,MT,952
27,2020-07-02,PA,2344
27,2020-07-02,PB,1361
27,2020-07-02,PE,1414
27,2020-07-02,PI,1069
27,2020-07-02,PR,2079
27,2020-07-02,RJ,1545
27,2020-07-02,RN,525
27,2020-07-02,RO,447
27,2020-07-02,RR,740
27,2020-07-02,RS,1024
27,2020-07-02,SC,1296
27,2020-07-02,SE,0
27,2020-07-02,SP,12244
27,2020-07-02,TO,282
27,2020-07-03,AC,64
27,2020-07-03,AL,1076
27,2020-07-03,AM,1007
27,2020-07-03,AP,421
27,2020-07-03,BA,2965
27,2020-07-03,CE,1792
27,2020-07-03,DF,1715
27,2020-07-03,ES,1447
27,2020-07-03,GO,1184
27,2020-07-03,MA,2189
27,2020-07-03,MG,2644
27,2020-07-03,MS,522
27,2020-07-03,MT,1182
27,2020-07-03,PA,2120
27,2020-07-03,PB,1229
27,2020-07-03,PE,1243
27,2020-07-03,PI,1185
27,2020-07-03,PR,1863
27,2020-07-03,RJ,2133
27,2020-07-03,RN,835
27,2020-07-03,RO,271
27,2020-07-03,RR,446
27,2020-07-03,RS,1176
27,2020-07-03,SC,1686
27,2020-07-03,SE,1574
27,2020-07-03,SP,8523
27,2020-07-03,TO,546
27,2020-07-04,AC,375
27,2020-07-04,AL,851
27,2020-07-04,AM,1408
27,2020-07-04,AP,235
27,2020-07-04,BA,3171
27,2020-07-04,CE,3153
27,2020-07-04,DF,1764
27,2020-07-04,ES,1135
27,2020-07-04,GO,1024
27,2020-07-04,MA,843
27,2020-07-04,MG,2607
27,2020-07-04,MS,179
27,2020-07-04,MT,792
27,2020-07-04,PA,1280
27,2020-07-04,PB,1541
27,2020-07-04,PE,1095
27,2020-07-04,PI,518
27,2020-07-04,PR,2404
27,2020-07-04,RJ,1484
27,2020-07-04,RN,323
27,2020-07-04,RO,716
27,2020-07-04,RR,153
27,2020-07-04,RS,1248
27,2020-07-04,SC,1670
27,2020-07-04,SE,1575
27,2020-07-04,SP,1828
27,2020-07-04,TO,194
28,2020-07-05,AC,135
28,2020-07-05,AL,680
28,2020-07-05,AM,69
28,2020-07-05,AP,74
28,2020-07-05,BA,1563
28,2020-07-05,CE,522
28,2020-07-05,DF,2094
28,2020-07-05,ES,569
28,2020-07-05,GO,0
28,2020-07-05,MA,657
28,2020-07-05,MG,2325
28,2020-07-05,MS,164
28,2020-07-05,MT,747
28,2020-07-05,PA,724
28,2020-07-05,PB,422
28,2020-07-05,PE,1672
28,2020-07-05,PI,432
28,2020-07-05,PR,889
28,2020-07-05,RJ,852
28,2020-07-05,RN,411
28,2020-07-05,RO,522
28,2020-07-05,RR,26
28,2020-07-05,RS,336
28,2020-07-05,SC,1038
28,2020-07-05,SE,456
28,2020-07-05,SP,7649
28,2020-07-05,TO,164
28,2020-07-06,AC,66
28,2020-07-06,AL,634
28,2020-07-06,AM,413
28,2020-07-06,AP,121
28,2020-07-06,BA,1231
28,2020-07-06,CE,1408
28,2020-07-06,DF,2529
28,2020-07-06,ES,1154
28,2020-07-06,GO,1661
28,2020-07-06,MA,537
28,2020-07-06,MG,1343
28,2020-07-06,MS,434
28,2020-07-06,MT,995
28,2020-07-06,PA,1617
28,2020-07-06,PB,418
28,2020-07-06,PE,513
28,2020-07-06,PI,1003
28,2020-07-06,PR,1310
28,2020-07-06,RJ,587
28,2020-07-06,RN,841
28,2020-07-06,RO,442
28,2020-07-06,RR,140
28,2020-07-06,RS,446
28,2020-07-06,SC,853
28,2020-07-06,SE,501
28,2020-07-06,SP,2891
28,2020-07-06,TO,364
28,2020-07-07,AC,253
28,2020-07-07,AL,955
28,2020-07-07,AM,2740
28,2020-07-07,AP,290
28,2020-07-07,BA,3675
28,2020-07-07,CE,2748
28,2020-07-07,DF,2311
28,2020-07-07,ES,2156
28,2020-07-07,GO,1814
28,2020-07-07,MA,1837
28,2020-07-07,MG,1271
28,2020-07-07,MS,376
28,2020-07-07,MT,1425
28,2020-07-07,PA,2592
28,2020-07-07,PB,1656
28,2020-07-07,PE,509
28,2020-07-07,PI,897
28,2020-07-07,PR,1539
28,2020-07-07,RJ,2207
28,2020-07-07,RN,690
28,2020-07-07,RO,643
28,2020-07-07,RR,196
28,2020-07-07,RS,1399
28,2020-07-07,SC,1521
28,2020-07-07,SE,922
28,2020-07-07,SP,9638
28,2020-07-07,TO,436
28,2020-07-08,AC,226
28,2020-07-08,AL,798
28,2020-07-08,AM,915
28,2020-07-08,AP,230
28,2020-07-08,BA,3582
28,2020-07-08,CE,3456
28,2020-07-08,DF,1620
28,2020-07-08,ES,2138
28,2020-07-08,GO,1366
28,2020-07-08,MA,851
28,2020-07-08,MG,3138
28,2020-07-08,MS,608
28,2020-07-08,MT,1297
28,2020-07-08,PA,1987
28,2020-07-08,PB,1542
28,2020-07-08,PE,1453
28,2020-07-08,PI,1334
28,2020-07-08,PR,1406
28,2020-07-08,RJ,2243
28,2020-07-08,RN,550
28,2020-07-08,RO,503
28,2020-07-08,RR,870
28,2020-07-08,RS,1757
28,2020-07-08,SC,1467
28,2020-07-08,SE,850
28,2020-07-08,SP,8657
28,2020-07-08,TO,405
28,2020-07-09,AC,298
28,2020-07-09,AL,869
28,2020-07-09,AM,1236
28,2020-07-09,AP,239
28,2020-07-09,BA,2783
28,2020-07-09,CE,1726
28,2020-07-09,DF,1363
28,2020-07-09,ES,1168
28,2020-07-09,GO,1260
28,2020-07-09,MA,2384
28,2020-07-09,MG,2829
28,2020-07-09,MS,590
28,2020-07-09,MT,1586
28,2020-07-09,PA,1943
28,2020-07-09,PB,1270
28,2020-07-09,PE,1163
28,2020-07-09,PI,1524
28,2020-07-09,PR,1709
28,2020-07-09,RJ,1995
28,2020-07-09,RN,1205
28,2020-07-09,RO,335
28,2020-07-09,RR,1066
28,2020-07-09,RS,877
28,2020-07-09,SC,1598
28,2020-07-09,SE,926
28,2020-07-09,SP,8350
28,2020-07-09,TO,664
28,2020-07-10,AC,303
28,2020-07-10,AL,768
28,2020-07-10,AM,1189
28,2020-07-10,AP,317
28,2020-07-10,BA,2867
28,2020-07-10,CE,3286
28,2020-07-10,DF,1620
28,2020-07-10,ES,1352
28,2020-07-10,GO,1079
28,2020-07-10,MA,1395
28,2020-07-10,MG,3222
28,2020-07-10,MS,708
28,2020-07-10,MT,1239
28,2020-07-10,PA,2260
28,2020-07-10,PB,1504
28,2020-07-10,PE,1333
28,2020-07-10,PI,1196
28,2020-07-10,PR,2088
28,2020-07-10,RJ,1119
28,2020-07-10,RN,362
28,2020-07-10,RO,598
28,2020-07-10,RR,629
28,2020-07-10,RS,1056
28,2020-07-10,SC,1698
28,2020-07-10,SE,1297
28,2020-07-10,SP,9395
28,2020-07-10,TO,430
28,2020-07-11,AC,312
28,2020-07-11,AL,674
28,2020-07-11,AM,723
28,2020-07-11,AP,199
28,2020-07-11,BA,3002
28,2020-07-11,CE,1391
28,2020-07-11,DF,1109
28,2020-07-11,ES,1032
28,2020-07-11,GO,567
28,2020-07-11,MA,1680
28,2020-07-11,MG,3727
28,2020-07-11,MS,228
28,2020-07-11,MT,889
28,2020-07-11,PA,780
28,2020-07-11,PB,1303
28,2020-07-11,PE,1270
28,2020-07-11,PI,498
28,2020-07-11,PR,1285
28,2020-07-11,RJ,232
28,2020-07-11,RN,717
28,2020-07-11,RO,496
28,2020-07-11,RR,376
28,2020-07-11,RS,1230
28,2020-07-11,SC,1920
28,2020-07-11,SE,1333
28,2020-07-11,SP,7780
28,2020-07-11,TO,193
29,2020-07-12,AC,110
29,2020-07-12,AL,697
29,2020-07-12,AM,296
29,2020-07-12,AP,85
29,2020-07-12,BA,1575
29,2020-07-12,CE,789
29,2020-07-12,DF,2306
29,2020-07-12,ES,480
29,2020-07-12,GO,283
29,2020-07-12,MA,554
29,2020-07-12,MG,2038
29,2020-07-12,MS,264
29,2020-07-12,MT,264
29,2020-07-12,PA,795
29,2020-07-12,PB,363
29,2020-07-12,PE,1100
29,2020-07-12,PI,396
29,2020-07-12,PR,1740
29,2020-07-12,RJ,9
29,2020-07-12,RN,487
29,2020-07-12,RO,232
29,2020-07-12,RR,402
29,2020-07-12,RS,520
29,2020-07-12,SC,1005
29,2020-07-12,SE,1585
29,2020-07-12,SP,5107
29,2020-07-12,TO,175
29,2020-07-13,AC,70
29,2020-07-13,AL,966
29,2020-07-13,AM,886
29,2020-07-13,AP,188
29,2020-07-13,BA,1128
29,2020-07-13,CE,444
29,2020-07-13,DF,1572
29,2020-07-13,ES,1008
29,2020-07-13,GO,777
29,2020-07-13,MA,878
29,2020-07-13,MG,971
29,2020-07-13,MS,473
29,2020-07-13,MT,134
29,2020-07-13,PA,2061
29,2020-07-13,PB,324
29,2020-07-13,PE,431
29,2020-07-13,PI,797
29,2020-07-13,PR,1045
29,2020-07-13,RJ,2360
29,2020-07-13,RN,547
29,2020-07-13,RO,322
29,2020-07-13,RR,341
29,2020-07-13,RS,416
29,2020-07-13,SC,784
29,2020-07-13,SE,590
29,2020-07-13,SP,2610
29,2020-07-13,TO,416
29,2020-07-14,AC,219
29,2020-07-14,AL,709
29,2020-07-14,AM,1388
29,2020-07-14,AP,333
29,2020-07-14,BA,3138
29,2020-07-14,CE,2203
29,2020-07-14,DF,1370
29,2020-07-14,ES,1332
29,2020-07-14,GO,966
29,2020-07-14,MA,1637
29,2020-07-14,MG,1821
29,2020-07-14,MS,697
29,2020-07-14,MT,487
29,2020-07-14,PA,2264
29,2020-07-14,PB,1354
29,2020-07-14,PE,675
29,2020-07-14,PI,1289
29,2020-07-14,PR,1781
29,2020-07-14,RJ,778
29,2020-07-14,RN,312
29,2020-07-14,RO,478
29,2020-07-14,RR,713
29,2020-07-14,RS,1337
29,2020-07-14,SC,2235
29,2020-07-14,SE,946
29,2020-07-14,SP,12000
29,2020-07-14,TO,308
29,2020-07-15,AC,193
29,2020-07-15,AL,859
29,2020-07-15,AM,1144
29,2020-07-15,AP,523
29,2020-07-15,BA,2964
29,2020-07-15,CE,2395
29,2020-07-15,DF,1725
29,2020-07-15,ES,1139
29,2020-07-15,GO,1175
29,2020-07-15,MA,1002
29,2020-07-15,MG,3367
29,2020-07-15,MS,699
29,2020-07-15,MT,1040
29,2020-07-15,PA,2205
29,2020-07-15,PB,1477
29,2020-07-15,PE,1384
29,2020-07-15,PI,1097
29,2020-07-15,PR,1761
29,2020-07-15,RJ,1627
29,2020-07-15,RN,329
29,2020-07-15,RO,389
29,2020-07-15,RR,716
29,2020-07-15,RS,1246
29,2020-07-15,SC,1926
29,2020-07-15,SE,972
29,2020-07-15,SP,6569
29,2020-07-15,TO,641
29,2020-07-16,AC,193
29,2020-07-16,AL,870
29,2020-07-16,AM,1081
29,2020-07-16,AP,596
29,2020-07-16,BA,3380
29,2020-07-16,CE,2226
